         mode 1          mode 2
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   5.727805e+00    7.044047e+00
   5.726812e+00    7.042686e+00
   5.723482e+00    7.038986e+00
   5.717818e+00    7.032950e+00
   5.709825e+00    7.024587e+00
   5.699514e+00    7.013907e+00
   5.686894e+00    7.000922e+00
   5.671981e+00    6.985648e+00
   5.654791e+00    6.968103e+00
   5.635343e+00    6.948308e+00
   5.613658e+00    6.926287e+00
   5.589761e+00    6.902067e+00
   5.563679e+00    6.875675e+00
   5.535440e+00    6.847143e+00
   5.505075e+00    6.816505e+00
   5.472620e+00    6.783796e+00
   5.438109e+00    6.749055e+00
   5.401582e+00    6.712323e+00
   5.363078e+00    6.673643e+00
   5.322641e+00    6.633058e+00
   5.280316e+00    6.590616e+00
   5.236149e+00    6.546365e+00
   5.190189e+00    6.500357e+00
   5.142488e+00    6.452643e+00
   5.093097e+00    6.403277e+00
   5.042073e+00    6.352315e+00
   4.989470e+00    6.299815e+00
   4.935347e+00    6.245833e+00
   4.879763e+00    6.190431e+00
   4.822779e+00    6.133669e+00
   4.764459e+00    6.075610e+00
   4.704865e+00    6.016316e+00
   4.644062e+00    5.955852e+00
   4.582117e+00    5.894282e+00
   4.519097e+00    5.831673e+00
   4.455070e+00    5.768090e+00
   4.390106e+00    5.703602e+00
   4.324274e+00    5.638275e+00
   4.257644e+00    5.572178e+00
   4.190289e+00    5.505379e+00
   4.122279e+00    5.437946e+00
   4.053687e+00    5.369949e+00
   3.984586e+00    5.301456e+00
   3.915047e+00    5.232537e+00
   3.845144e+00    5.163261e+00
   3.774950e+00    5.093696e+00
   3.704537e+00    5.023911e+00
   3.633979e+00    4.953976e+00
   3.563346e+00    4.883957e+00
   3.492712e+00    4.813924e+00
   3.422148e+00    4.743943e+00
   3.351724e+00    4.674082e+00
   3.281512e+00    4.604408e+00
   3.211581e+00    4.534986e+00
   3.142001e+00    4.465881e+00
   3.072838e+00    4.397159e+00
   3.004161e+00    4.328884e+00
   2.936036e+00    4.261118e+00
   2.868528e+00    4.193924e+00
   2.801700e+00    4.127364e+00
   2.735617e+00    4.061498e+00
   2.670338e+00    3.996387e+00
   2.605925e+00    3.932088e+00
   2.542437e+00    3.868659e+00
   2.479930e+00    3.806157e+00
   2.418461e+00    3.744638e+00
   2.358084e+00    3.684155e+00
   2.298853e+00    3.624763e+00
   2.240817e+00    3.566512e+00
   2.184028e+00    3.509454e+00
   2.128533e+00    3.453639e+00
   2.074378e+00    3.399113e+00
   2.021607e+00    3.345924e+00
   1.970265e+00    3.294117e+00
   1.920391e+00    3.243736e+00
   1.872024e+00    3.194823e+00
   1.825203e+00    3.147420e+00
   1.779963e+00    3.101565e+00
   1.736338e+00    3.057297e+00
   1.694359e+00    3.014652e+00
   1.654058e+00    2.973664e+00
   1.615462e+00    2.934366e+00
   1.578598e+00    2.896791e+00
   1.543491e+00    2.860968e+00
   1.510165e+00    2.826925e+00
